id,question_type,question,answer
362,research,what research (or clinical trials) is being done for Adult Non-Hodgkin Lymphoma ?,"New types of treatment are being tested in clinical trials.
				                    This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about clinical trials is available from the NCI website.     Vaccine therapy     Vaccine therapy is a type of biologic therapy. Biologic therapy is a treatment that uses the patients immune system to fight cancer. Substances made by the body or made in a laboratory are used to boost, direct, or restore the bodys natural defenses against cancer. This type of cancer treatment is also called biotherapy or immunotherapy. Vaccine therapy can also be a type of targeted therapy.
				                
				                
				                    Patients may want to think about taking part in a clinical trial.
				                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
				                
				                
				                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
				                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials."
468,research,what research (or clinical trials) is being done for Dystonias ?,"The National Institute of Neurological Disorders and Stroke (NINDS) conducts research related to dystonia in its laboratories at the National Institutes of Health (NIH) and also supports additional dystonia research through grants to major research institutions across the country. Scientists at other NIH Institutes (National institute on Deafness and Other Communications Disorders, National Eye Institute, and Eunice Kennnedy Shriver National Institute on Child Health and Human Development) also support research that may benefit individuals with dystonia. Investigators believe that the dystonias result from an abnormality in an area of the brain called the basal ganglia, where some of the messages that initiate muscle contractions are processed. Scientists at the NINDS laboratories have conducted detailed investigations of the pattern of muscle activity in persons with dystonias. Studies using EEG analysis and neuroimaging are probing brain activity. The search for the gene or genes responsible for some forms of dominantly inherited dystonias continues."
471,research,what research (or clinical trials) is being done for Encephaloceles ?,The NINDS conducts and supports a wide range of studies that explore the complex mechanisms of normal brain development. The knowledge gained from these fundamental studies provides the foundation for understanding how this process can go awry and offers hope for new means to treat and prevent congenital brain disorders including neural tube defects such as encephaloceles.
682,research,what research (or clinical trials) is being done for Stroke ?,"The National Institute of Neurological Disorders and Stroke (NINDS) conducts stroke research and clinical trials at its laboratories and clinics at the National Institutes of Health (NIH), and through grants to major medical institutions across the country. Currently, NINDS researchers are studying the mechanisms of stroke risk factors and the process of brain damage that results from stroke. Basic research has also focused on the genetics of stroke and stroke risk factors. Scientists are working to develop new and better ways to help the brain repair itself to restore important functions. New advances in imaging and rehabilitation have shown that the brain can compensate for function lost as a result of stroke.
 The National Institute of Neurological Disorders and Stroke sponsors a wide range of basic and clinical research aimed at finding better ways to prevent, diagnose, and treat stroke, and to restore functions lost as a result of stroke. Preventing Secondary Brain Damage Currently, scientists are studying the risk factors for stroke and the process of brain damage that results from stroke. Some brain damage may be secondary, occurring after the initial death of brain cells caused by the lack of blood flow to the brain tissue. This secondary brain damage results from a toxic reaction to the primary damage. Researchers are studying this toxic reaction and ways to prevent secondary injury to the brain. Scientists hope to develop neuroprotective agents, or drugs that protect the brain, to prevent this damage. Animal Studies Scientists are also conducting stroke studies in animals. By studying stroke in animals, researchers hope to get a better picture of what might be happening in human stroke patients. Scientists can also use animal models to test promising therapies for stroke. If a therapy proves helpful for animals, scientists can consider testing the therapy in humans. One promising area of animal research involves hibernation. The dramatic decrease of blood flow to the brain in hibernating animals is so extensive that it would kill a non-hibernating animal. If scientists can discover how animals hibernate without experiencing brain damage, they may discover ways to stop the brain damage associated with decreased blood flow in stroke patients. Another study used a vaccine that interferes with inflammation inside blood vessels to reduce the frequency and severity of strokes in animals with high blood pressure and a genetic predisposition to stroke. Researchers hope that the vaccine will work in humans and could be used to prevent many of the strokes that occur each year in people with high risk factors. Can the Brain Repair Itself? Scientists also are working to develop new and better ways to help the brain repair itself to restore important functions to stroke patients. New advances in imaging and rehabilitation have shown that the brain can compensate for functions lost as a result of stroke. When cells in an area of the brain responsible for a particular function die after a stroke, the patient becomes unable to perform that function. However, the brain's ability to learn and change, called plasticity, and its ability to rewire the connections between its nerve cells means that it can compensate for lost functions. One part of the brain can actually change functions and take up the more important functions of a disabled part. Clinical Trials Clinical trials are scientific studies using volunteers that give researchers a way to test medical advances in humans. Clinical trials test surgical devices and procedures, medications, and rehabilitation therapies. They also test methods to improve lifestyles and mental and social skills. Clinical trials may compare a new medical approach to a standard one that is already available or to a placebo that contains no active ingredients or to no intervention. Some clinical trials compare interventions that are already available to each other. When a new product or approach is being studied, it is not usually known whether it will be helpful, harmful, or no different than available alternatives (including no intervention). The investigators try to determine the safety and usefulness of the intervention by measuring certain outcomes in the participants. Scientists are using clinical trials to - develop new and more effective treatments for stroke  - discover ways to restore blood flow to the brain after stroke  - improve recovery after stroke  - learn more about the risk factors for stroke.  develop new and more effective treatments for stroke discover ways to restore blood flow to the brain after stroke improve recovery after stroke learn more about the risk factors for stroke. Participating in a clinical study contributes to medical knowledge. The results of these studies can make a difference in the care of future patients by providing information about the benefits and risks of therapeutic, preventative, or diagnostic products or interventions. You can find more information about current stroke clinical trials at the NIH Clinical Trials Registry at www.clinicaltrials.gov. You can search for a trial using criteria such as condition or disease, medication or therapy. Each entry includes a trial description, sponsors, purpose, estimated completion date, eligibility criteria, and contact information. You can also call the NIH research study information line at 1-800-411-1222, TTY-1-866-411-1010, or e-mail prpl@mail.cc.nih.gov For more information on stroke, including research sponsored by the National Institute of Neurological Disorders and Stroke, call 1-800-352-9424 or visit the Web site at  www.ninds.nih.gov.
 The National Institute of Neurological Disorders and Stroke sponsors a wide range of basic and clinical research aimed at finding better ways to prevent, diagnose, and treat stroke, and to restore functions lost as a result of stroke. Currently, scientists are conducting stroke studies in animals. By studying stroke in animals, researchers hope to get a better picture of what might be happening in human stroke patients. Scientists can also use animal models to test promising therapies for stroke. If a therapy proves helpful for animals, scientists can consider testing the therapy in humans. Scientists are also working to develop new and better ways to help the brain repair itself to restore important functions to stroke patients. New advances in imaging and rehabilitation have shown that the brain can compensate for functions lost as a result of stroke. Clinical trials are scientific studies using volunteers that give researchers a way to test medical advances in humans. Clinical trials test surgical devices and procedures, medications, and rehabilitation therapies. They also test methods to improve lifestyles and mental and social skills. Scientists are using clinical trials to - develop new and more effective treatments for stroke   - discover ways to restore blood flow to the brain after stroke  - improve recovery after stroke  - learn more about the risk factors for stroke. develop new and more effective treatments for stroke discover ways to restore blood flow to the brain after stroke improve recovery after stroke learn more about the risk factors for stroke. Participating in a clinical study contributes to medical knowledge. The results of these studies can make a difference in the care of future patients by providing information about the benefits and risks of therapeutic, preventative, or diagnostic products or interventions."
677,research,what research (or clinical trials) is being done for Spinal Cord Infarction ?,"NINDS conducts and supports research on disorders of the spinal cord such as spinal cord infarction, aimed at learning more about these disorders and finding ways to prevent and treat them."
629,research,what research (or clinical trials) is being done for Peripheral Arterial Disease (P.A.D.) ?,"The National Heart, Lung, and Blood Institute (NHLBI) supports research aimed at learning more about peripheral arterial disease (P.A.D.). For example, NHLBI-supported research on P.A.D. includes studies that - explore whether group walking sessions increase physical activity in people who have P.A.D.  - compare how effective certain exercise programs are at reducing leg pain in people who have P.A.D.  - examine how inflammation and insulin resistance affect people who have P.A.D.  explore whether group walking sessions increase physical activity in people who have P.A.D. compare how effective certain exercise programs are at reducing leg pain in people who have P.A.D. examine how inflammation and insulin resistance affect people who have P.A.D. Much of this research depends on the willingness of volunteers to take part in clinical trials. Clinical trials test new ways to prevent, diagnose, or treat various diseases and conditions. Carefully conducted clinical trials are the fastest and safest way to find treatments that work in people and ways to improve health. For more information about clinical trials related to P.A.D., talk with your doctor. You also can visit the following Web sites to learn more about clinical research and to search for clinical trials. - http://www.nih.gov/health/clinicaltrials/  - http://www.clinicaltrials.gov/  - http://www.nhlbi.nih.gov/studies/index.htm  - https://www.researchmatch.org/  - http://www.cleverstudy.org/ http://www.nih.gov/health/clinicaltrials/ http://www.clinicaltrials.gov/ http://www.nhlbi.nih.gov/studies/index.htm https://www.researchmatch.org/ http://www.cleverstudy.org/"
518,research,what research (or clinical trials) is being done for Incontinentia Pigmenti ?,"Researchers have begun to use genetic linkage studies to map the location of genes associated with the neurocutaneous disorders. Research supported by the NINDS includes studies to understand how the brain and nervous system normally develop and function and how they are affected by genetic mutations. These studies contribute to a greater understanding of gene-linked disorders such as IP, and have the potential to open promising new avenues of treatment."
465,research,what research (or clinical trials) is being done for Dysgraphia ?,"The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes of the National Institutes of Health (NIH) support dysgraphia research through grants to major medical institutions across the country. Much of this research focuses on finding better ways to treat, and ultimately, prevent dysgraphia."
702,research,what research (or clinical trials) is being done for Transmissible Spongiform Encephalopathies ?,"The NINDS conducts and supports research on TSEs. This research is aimed at determining how abnormal prion proteins lead to disease, at finding better tests for diagnosing CJD and other disorders, and ultimately at finding ways to treat TSEs."
415,research,what research (or clinical trials) is being done for Cerebral Hypoxia ?,"The NINDS supports and conducts studies aimed at understanding neurological conditions that can damage the brain, such as cerebral hypoxia. The goals of these studies are to find ways to prevent and treat these conditions."
512,research,what research (or clinical trials) is being done for Hydromyelia ?,"The National Institute of Neurological Disorders and Stroke (NINDS) conducts research related to hydromyelia in its clinics and laboratories at The National Institutes of Health (NIH) and supports additional research through grants to major research institutions across the country. Much of this research focuses on finding better ways to prevent, treat, and ultimately cure abnormalities of the spinal cord such as hydromyelia."
675,research,what research (or clinical trials) is being done for Spasticity ?,"The NINDS supports research on brain and spinal cord disorders that can cause spasticity. The goals of this research are to increase scientific understanding about these disorders and to find ways to prevent, treat, and cure them."
577,research,what research (or clinical trials) is being done for Muscular Dystrophy ?,"The NINDS supports a broad program of research studies on MD. The goals of these studies are to understand MD and to develop techniques to diagnose, treat, prevent, and ultimately cure the disorder.
                
The NINDS is a member of the Muscular Dystrophy Coordinating Committee (MDCC). For additional information, please visit: http://www.ninds.nih.gov/about_ninds/groups/mdcc/"
582,research,what research (or clinical trials) is being done for Myotonia ?,"The National Institute of Neurological Disorders and Stroke supports and conducts an extensive research program on neuromuscular disorders. The goals of this research are to learn more about these disorders and to find ways to treat, prevent, and cure them."
496,research,what research (or clinical trials) is being done for Giant Axonal Neuropathy ?,"The National Institute of Neurological Disorders and Stroke (NINDS) supports research related to GAN through grants to major medical institutions across the country. Much of this research focuses on finding better ways to prevent, treat, and ultimately cure inherited neurological disorders such as GAN."
372,research,what research (or clinical trials) is being done for Alternating Hemiplegia ?,"The NINDS supports research on paralytic disorders such as alternating hemiplegia, with the goals of learning more about these disorders and finding ways to prevent, treat and, ultimately cure them."
601,research,what research (or clinical trials) is being done for Niemann-Pick Disease ?,"The National Institute of Neurological Disorders and Stroke (NINDS), a part of the National Institutes of Health (NIH), conducts and supports research about Niemann-Pick disease through research grants to research institutions across the country. Investigators at the NINDS have identified two different genes that, when defective, contribute to Niemann-Pick disease type C. NINDS scientists are studying the mechanisms by which lipids accumulating in these storage diseases causes harm to the body. Additional research studies hope to identify biomarkers (signs that may indicate risk of a disease and improve diagnosis) for the lipid storage disorders."
379,research,what research (or clinical trials) is being done for Aphasia ?,"The National Institute of Neurological Disorders and Stroke and the National Institute on Deafness and Other Communication Disorders conduct and support a broad range of scientific investigations to increase our understanding of aphasia, find better treatments, and discover improved methods to restore lost function to people who have aphasia."
557,research,what research (or clinical trials) is being done for Menkes Disease ?,"Recent research sponsored by the NINDS developed a blood test that could be given to newborns at risk for Menkes disease based on a positive family history for the disorder or other indications. The test measures 4 different chemicals in the blood and, depending upon their levels, can accurately diagnose the presence of Menkes disease before symptoms appear. Study results showed higher survival rates for children given the earliest copper injection treatment and improved, if not normal, 2. Additional research is being performed by the Eunice Kennedy Shriver National Institute of Child Health and Human Development, in collaboration with the NINDS, that applies gene therapy approaches to Menkes disease.3
                

                
1. Kaler, SG. The neurology of STPAT copper transporter disease: emerging concepts and future trends. Nature Reviews Neurology, 2001:7:15-19..
                
2. Kaler SG, et al.Neonatal Diagnosis and Treatment of Menkes Disease. N Engl J Med 2008;358:605-14.
                
3. Donsante, A. et. al. ATPTA gene addition to the choroid plexus results in long-term rescue of the lethal copper transport defect in a Menkes disease mouse model. Molecular Therapy (in press as of August 2011)."
679,research,what research (or clinical trials) is being done for Spinal Muscular Atrophy ?,"Between 2003 and 2012, the NINDS piloted the Spinal Muscular Atrophy Project to expedite therapeutics development for this hereditary neurodegenerative disease. The Project was designed to accelerate the research process by identifying drugs that increase the level of SMN protein in cultured cells, so that they could be used as potential leads for further drug discovery and clinical testing. Read more about the history of this pioneering effort and how it led to collaboration with several pharmaceutical and biotechnology companies."
715,research,what research (or clinical trials) is being done for Wallenberg's Syndrome ?,"The National Institute of Neurological Disorders and Stroke (NINDS) conducts research related to Wallenbergs syndrome in its laboratories at the National Institutes of Health (NIH), and also supports additional research through grants to major medical institutions across the country. Much of this research focuses on finding better ways to prevent, treat, and ultimately cure disorders such as Wallenbergs syndrome."
613,research,"what research (or clinical trials) is being done for Ovarian Epithelial, Fallopian Tube, and Primary Peritoneal Cancer ?","New types of treatment are being tested in clinical trials.
                    This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about clinical trials is available from the NCI website.     Radiation therapy     Radiation therapy is a cancer treatment that uses high-energy x-rays or other types of radiation to kill cancer cells or keep them from growing. Some women receive a treatment called intraperitoneal radiation therapy, in which radioactive liquid is put directly in the abdomen through a catheter. Intraperitoneal radiation therapy is being studied to treat advanced ovarian cancer.       Immunotherapy     Immunotherapy is a treatment that uses the patients immune system to fight cancer. Substances made by the body or made in a laboratory are used to boost, direct, or restore the bodys natural defenses against cancer. This type of cancer treatment is also called biotherapy or immunotherapy.     Vaccine therapy uses a substance to stimulate the immune system to destroy a tumor. Vaccine therapy is being studied to treat advanced ovarian cancer.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials."
495,research,what research (or clinical trials) is being done for Gestational Trophoblastic Disease ?,"New types of treatment are being tested in clinical trials.
                    Information about ongoing clinical trials is available from the NCI website.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials."
701,research,what research (or clinical trials) is being done for Transitional Cell Cancer of the Renal Pelvis and Ureter ?,"New types of treatment are being tested in clinical trials.
                    This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about clinical trials is available from the NCI Web site.     Fulguration     Fulguration is a surgical procedure that destroys tissue using an electric current. A tool with a small wire loop on the end is used to remove the cancer or to burn away the tumor with electricity.       Segmental resection of the renal pelvis    This is a surgical procedure to remove localized cancer from the renal pelvis without removing the entire kidney. Segmental resection may be done to save kidney function when the other kidney is damaged or has already been removed.        Laser surgery    A laser beam (narrow beam of intense light) is used as a knife to remove the cancer. A laser beam can also be used to kill the cancer cells. This procedure may also be called or laser fulguration.       Regional chemotherapy and regional biologic therapy     Chemotherapy is a cancer treatment that uses drugs to stop the growth of cancer cells, either by killing the cells or by stopping the cells from dividing. Biologic therapy is a treatment that uses the patient's immune system to fight cancer; substances made by the body or made in a laboratory are used to boost, direct, or restore the body's natural defenses against cancer. Regional treatment means the anticancer drugs or biologic substances are placed directly into an organ or a body cavity such as the abdomen, so the drugs will affect cancer cells in that area. Clinical trials are studying chemotherapy or biologic therapy using drugs placed directly into the renal pelvis or the ureter.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials."
589,research,what research (or clinical trials) is being done for Neuroblastoma ?,"New types of treatment are being tested in clinical trials.
                    This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about clinical trials is available from the NCI website.     Immunotherapy     Immunotherapy is a treatment that uses the patients immune system to fight cancer. Substances made by the body or made in a laboratory are used to boost, direct, or restore the bodys natural defenses against cancer. This type of cancer treatment is also called biotherapy or biological therapy.     Vaccine therapy uses a substance to stimulate the immune system to destroy a tumor. Vaccine therapy is being studied to treat neuroblastoma that has come back after treatment.       Other drug therapy     Lenalidomide is a type of angiogenesis inhibitor. It prevents the growth of new blood vessels that are needed by a tumor to grow.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials."
719,research,what research (or clinical trials) is being done for Williams Syndrome ?,"The National Institutes of Health (NIH), and the National Institute of Neurological Disorders and Stroke (NINDS), have funded many of the research studies exploring the genetic and neurobiological origins of WS. In the early 1990s, researchers located and identified the genetic mutation responsible for the disorder: the deletion of a small section of chromosome 7 that contains approximately 25 genes. NINDS continues to support WS researchers including, for example, groups that are attempting to link specific genes with the corresponding facial, cognitive, personality, and neurological characteristics of WS."
656,research,what research (or clinical trials) is being done for Repetitive Motion Disorders ?,Much of the on-going research on RMDs is aimed at prevention and rehabilitation. The National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS) funds research on RMDs.
687,research,what research (or clinical trials) is being done for Syncope ?,The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes of the National Institutes of Health (NIH) conduct research related to syncope in laboratories at the NIH and support additional research through grants to major medical institutions across the country. Much of this research focuses on finding better ways to prevent and treat syncope.
626,research,what research (or clinical trials) is being done for Parry-Romberg ?,"The NINDS supports research on neurological disorders such as Parry-Romberg syndrome with the goal of finding ways to prevent, treat, and cure them."
527,research,what research (or clinical trials) is being done for Kearns-Sayre Syndrome ?,"The NINDS supports research on neuromuscular disorders such as KSS. The goals of this research are to increase understanding of these disorders, and to find ways to prevent, treat, and, ultimately, cure them. The most promising approach for treatment in the future will be to alter replication or destroy abnormal mitochondria."
551,research,what research (or clinical trials) is being done for Lung Cancer ?,"Researchers continue to look at new ways to combine, schedule, and sequence the use of chemotherapy, surgery, and radiation to treat lung cancer. Today, some of the most promising treatment approaches incorporate precision medicine. This approach first looks to see what genes may be mutated that are causing the cancer, and once these genes are identified, specific drugs may be available that target the mutations and treat the cancer directly without the harsh side-effects often found with conventional chemotherapy. Researchers are also constantly trying to come up with new ways to find and diagnose lung cancer in order to catch it and treat it in its earliest stages. The National Lung Screening Trial, or NLST, showed conclusively that spiral CT reduced the risk of dying by 20 percent compared to those who received a chest x-ray among heavy smokers Get more information on current lung cancer research."
374,research,what research (or clinical trials) is being done for Anal Cancer ?,"New types of treatment are being tested in clinical trials.
                    This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about clinical trials is available from the NCI website.     Radiosensitizers     Radiosensitizers are drugs that make tumor cells more sensitive to radiation therapy. Combining radiation therapy with radiosensitizers may kill more tumor cells.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials."
221,outlook,What is the outlook for Myopathy ?,"The prognosis for individuals with a myopathy varies. Some individuals have a normal life span and little or no disability. For others, however, the disorder may be progressive, severely disabling, life-threatening, or fatal."
43,outlook,What is the outlook for Bile Duct Cancer (Cholangiocarcinoma) ?,"Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:         - Whether the cancer is in the upper or lower part of the bile duct system.     - The stage of the cancer (whether it affects only the bile ducts or has spread to the liver, lymph nodes, or other places in the body).    - Whether the cancer has spread to nearby nerves or veins.    - Whether the cancer can be completely removed by surgery.    - Whether the patient has other conditions, such as primary sclerosing cholangitis.    - Whether the level of CA 19-9 is higher than normal.    - Whether the cancer has just been diagnosed or has recurred (come back).        Treatment options may also depend on the symptoms caused by the cancer. Bile duct cancer is usually found after it has spread and can rarely be completely removed by surgery. Palliative therapy may relieve symptoms and improve the patient's quality of life."
287,outlook,What is the outlook for Rectal Cancer ?,"Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:         - The stage of the cancer (whether it affects the inner lining of the rectum only, involves the whole rectum, or has spread to lymph nodes, nearby organs, or other places in the body).    - Whether the tumor has spread into or through the bowel wall.    - Where the cancer is found in the rectum.    - Whether the bowel is blocked or has a hole in it.    - Whether all of the tumor can be removed by surgery.    -  The patients general health.     - Whether the cancer has just been diagnosed or has recurred (come back)."
182,outlook,What is the outlook for Learning Disabilities ?,"Learning disabilities can be lifelong conditions. In some people, several overlapping learning disabilities may be apparent. Other people may have a single, isolated learning problem that has little impact on their lives."
57,outlook,What is the outlook for Cerebellar Hypoplasia ?,"The prognosis is dependent upon the underlying disorder. Some of the disorders that are associated with cerebellar hypoplasia are progressive, which means the condition will worsen over time, and will most likely have a poor prognosis. Other disorders that feature cerebellar hypoplasia are not progressive, such as those that are the result of abnormal brain formation during fetal development, and might have a better outcome."
273,outlook,What is the outlook for Polymyositis ?,"The prognosis for polymyositis varies. Most people respond fairly well to therapy, but some have a more severe disease that does not respond adequately to therapies and are left with significant disability. In rare cases individuals with severe and progressive muscle weakness will develop respiratory failure or pneumonia. Difficulty swallowing may cause weight loss and malnutrition."
16,outlook,What is the outlook for Aicardi-Goutieres Syndrome Disorder ?,"The prognosis depends upon the severity of symptoms. Children with early-onset AGS have the highest risk of death. Children with the later-onset form may be left with weakness or stiffness in the peripheral muscles and arms, weak muscles in the trunk of the body, and poor head control. Almost all children with AGS have mild to severe intellectual and physical impairment."
58,outlook,What is the outlook for Cerebral Aneurysms ?,"The prognosis for a individual with a ruptured cerebral aneurysm depends on the location of the aneurysm, extent of bleeding or rebleeding, the person's age, general health, pre-existing neurological conditions, adn time between rupture and medical attention. Early diagnosis and treatment are important. A burst cerebral aneurysm may be fatal or could lead to hemorrhagic stroke, vasospasm (in which other blood vessels in the brain contract and limit blood flow), hydrocephalus, coma, or short-term and/or permanent brain damage. Recovery from treatment or rupture may take weeks to months."
141,outlook,What is the outlook for Guillain-Barr Syndrome ?,"Guillain-Barr syndrome can be a devastating disorder because of its sudden and unexpected onset. Most people reach the stage of greatest weakness within the first 2 weeks after symptoms appear, and by the third week of the illness 90 percent of all patients are at their weakest. The recovery period may be as little as a few weeks or as long as a few years. About 30 percent of those with Guillain-Barr still have a residual weakness after 3 years. About 3 percent may suffer a relapse of muscle weakness and tingling sensations many years after the initial attack."
336,outlook,What is the outlook for Traumatic Brain Injury ?,"Approximately half of severely head-injured patients will need surgery to remove or repair hematomas (ruptured blood vessels) or contusions (bruised brain tissue). Disabilities resulting from a TBI depend upon the severity of the injury, the location of the injury, and the age and general health of the individual. Some common disabilities include problems with cognition (thinking, memory, and reasoning), sensory processing (sight, hearing, touch, taste, and smell), communication (expression and understanding), and behavior or mental health (depression, anxiety, personality changes, aggression, acting out, and social inappropriateness). More serious head injuries may result in stupor, an unresponsive state, but one in which an individual can be aroused briefly by a strong stimulus, such as sharp pain; coma, a state in which an individual is totally unconscious, unresponsive, unaware, and unarousable; vegetative state, in which an individual is unconscious and unaware of his or her surroundings, but continues to have a sleep-wake cycle and periods of alertness; and a persistent vegetative state (PVS), in which an individual stays in a vegetative state for more than a month."
83,outlook,What is the outlook for Chronic Lymphocytic Leukemia ?,"Certain factors affect treatment options and prognosis (chance of recovery). Treatment options depend on:         - The stage of the disease.    - Red blood cell, white blood cell, and platelet blood counts.    - Whether there are signs or symptoms, such as fever, chills, or weight loss.    - Whether the liver, spleen, or lymph nodes are larger than normal.    - The response to initial treatment.    - Whether the CLL has recurred (come back).        The prognosis (chance of recovery) depends on:         - Whether there is a change in the DNA and the type of change, if there is one.    - Whether lymphocytes are spread throughout the bone marrow.    - The stage of the disease.    - Whether the CLL gets better with treatment or has recurred (come back).    - Whether the CLL progresses to lymphoma or prolymphocytic leukemia.    - The patient's general health."
169,outlook,What is the outlook for Kennedy's Disease ?,"Kennedy's disease is slowly progressive. Individuals tend to remain ambulatory until late in the disease, although some may be wheelchair-bound during later stages. The life span of individuals with Kennedy's disease is usually normal."
